heuristica,n,m,replicacao,tempo,iteracoes,valor,parametro
BuscaMonotonaRandomizada,20,10,3,0.04,2963,126.00,0.50
BuscaMonotonaRandomizada,20,10,3,0.04,4618,125.00,0.60
BuscaMonotonaRandomizada,20,10,3,0.03,4234,128.00,0.70
BuscaMonotonaRandomizada,20,10,3,0.03,7347,132.00,0.80
BuscaMonotonaRandomizada,20,10,3,0.08,29743,133.00,0.90
BuscaLocalIterada,20,10,3,0.10,1700,124.00,0.10
BuscaLocalIterada,20,10,3,0.11,1036,124.00,0.20
BuscaLocalIterada,20,10,3,0.14,1226,124.00,0.30
BuscaLocalIterada,20,10,3,0.14,1035,124.00,0.40
BuscaLocalIterada,20,10,3,0.15,1054,124.00,0.50
BuscaLocalIterada,20,10,3,0.18,1021,124.00,0.60
BuscaLocalIterada,20,10,3,0.21,1264,124.00,0.70
BuscaLocalIterada,20,10,3,0.24,1437,124.00,0.80
BuscaLocalIterada,20,10,3,0.23,1486,124.00,0.90
BuscaTabu,20,10,3,0.02,1000,152.00,-1.00
BuscaTabu,20,10,3,0.02,1000,152.00,0.01
BuscaTabu,20,10,3,0.02,1000,152.00,0.02
BuscaTabu,20,10,3,0.02,1000,152.00,0.03
BuscaTabu,20,10,3,0.02,1000,152.00,0.04
BuscaTabu,20,10,3,0.02,1000,152.00,0.05
BuscaTabu,20,10,3,0.02,1000,152.00,0.06
BuscaTabu,20,10,3,0.02,1000,152.00,0.07
BuscaTabu,20,10,3,0.03,1000,152.00,0.08
BuscaTabu,20,10,3,0.02,1000,152.00,0.09
TemperaSimulada,20,10,3,0.00,52,152.00,0.80
TemperaSimulada,20,10,3,0.00,71,152.00,0.85
TemperaSimulada,20,10,3,0.00,110,140.00,0.90
TemperaSimulada,20,10,3,0.00,225,146.00,0.95
TemperaSimulada,20,10,3,0.00,1146,133.00,0.99
BuscaMonotonaRandomizada,20,10,4,0.03,1538,123.00,0.10
BuscaMonotonaRandomizada,20,10,4,0.04,2066,120.00,0.20
BuscaMonotonaRandomizada,20,10,4,0.03,2074,120.00,0.30
BuscaMonotonaRandomizada,20,10,4,0.05,3041,120.00,0.40
BuscaMonotonaRandomizada,20,10,4,0.06,2823,120.00,0.50
BuscaMonotonaRandomizada,20,10,4,0.04,3536,123.00,0.60
BuscaMonotonaRandomizada,20,10,4,0.03,4161,123.00,0.70
BuscaMonotonaRandomizada,20,10,4,0.04,6749,123.00,0.80
BuscaMonotonaRandomizada,20,10,4,0.03,14554,127.00,0.90
BuscaLocalIterada,20,10,4,0.09,1538,120.00,0.10
BuscaLocalIterada,20,10,4,0.12,1340,120.00,0.20
BuscaLocalIterada,20,10,4,0.14,1105,120.00,0.30
BuscaLocalIterada,20,10,4,0.19,1371,120.00,0.40
BuscaLocalIterada,20,10,4,0.16,1028,120.00,0.50
BuscaLocalIterada,20,10,4,0.17,1026,120.00,0.60
BuscaLocalIterada,20,10,4,0.18,1045,120.00,0.70
BuscaLocalIterada,20,10,4,0.15,1005,120.00,0.80
BuscaLocalIterada,20,10,4,0.16,1081,120.00,0.90
BuscaTabu,20,10,4,0.02,1001,130.00,-1.00
BuscaTabu,20,10,4,0.02,1001,130.00,0.01
BuscaTabu,20,10,4,0.02,1001,130.00,0.02
BuscaTabu,20,10,4,0.02,1001,130.00,0.03
BuscaTabu,20,10,4,0.02,1001,130.00,0.04
BuscaTabu,20,10,4,0.02,1001,130.00,0.05
BuscaTabu,20,10,4,0.03,1001,130.00,0.06
BuscaTabu,20,10,4,0.02,1001,130.00,0.07
BuscaTabu,20,10,4,0.02,1001,130.00,0.08
BuscaTabu,20,10,4,0.03,1001,130.00,0.09
TemperaSimulada,20,10,4,0.00,52,134.00,0.80
TemperaSimulada,20,10,4,0.00,71,134.00,0.85
TemperaSimulada,20,10,4,0.00,110,134.00,0.90
TemperaSimulada,20,10,4,0.00,225,133.00,0.95
TemperaSimulada,20,10,4,0.00,1146,123.00,0.99
BuscaMonotonaRandomizada,20,10,5,0.05,2383,103.00,0.10
BuscaMonotonaRandomizada,20,10,5,0.03,1685,105.00,0.20
BuscaMonotonaRandomizada,20,10,5,0.04,2656,103.00,0.30
BuscaMonotonaRandomizada,20,10,5,0.03,2138,104.00,0.40
BuscaMonotonaRandomizada,20,10,5,0.03,2910,103.00,0.50
BuscaMonotonaRandomizada,20,10,5,0.02,2761,109.00,0.60
BuscaMonotonaRandomizada,20,10,5,0.02,3518,109.00,0.70
BuscaMonotonaRandomizada,20,10,5,0.04,10052,109.00,0.80
BuscaMonotonaRandomizada,20,10,5,0.04,19326,113.00,0.90
BuscaLocalIterada,20,10,5,0.07,1096,103.00,0.10
BuscaLocalIterada,20,10,5,0.10,1033,103.00,0.20
BuscaLocalIterada,20,10,5,0.12,1034,103.00,0.30
BuscaLocalIterada,20,10,5,0.15,1154,103.00,0.40
BuscaLocalIterada,20,10,5,0.16,1105,103.00,0.50
BuscaLocalIterada,20,10,5,0.16,1025,103.00,0.60
BuscaLocalIterada,20,10,5,0.16,1036,103.00,0.70
BuscaLocalIterada,20,10,5,0.16,1057,103.00,0.80
BuscaLocalIterada,20,10,5,0.19,1214,103.00,0.90
BuscaTabu,20,10,5,0.03,1005,114.00,-1.00
BuscaTabu,20,10,5,0.02,1005,114.00,0.01
BuscaTabu,20,10,5,0.02,1005,114.00,0.02
BuscaTabu,20,10,5,0.02,1005,114.00,0.03
BuscaTabu,20,10,5,0.02,1005,114.00,0.04
BuscaTabu,20,10,5,0.03,1005,114.00,0.05
BuscaTabu,20,10,5,0.02,1005,114.00,0.06
BuscaTabu,20,10,5,0.02,1005,114.00,0.07
BuscaTabu,20,10,5,0.03,1005,114.00,0.08
BuscaTabu,20,10,5,0.02,1005,114.00,0.09
TemperaSimulada,20,10,5,0.00,52,132.00,0.80
TemperaSimulada,20,10,5,0.00,71,135.00,0.85
TemperaSimulada,20,10,5,0.00,110,147.00,0.90
TemperaSimulada,20,10,5,0.00,225,123.00,0.95
TemperaSimulada,20,10,5,0.00,1146,112.00,0.99
BuscaMonotonaRandomizada,20,10,6,0.03,1355,98.00,0.10
BuscaMonotonaRandomizada,20,10,6,0.03,1319,98.00,0.20
BuscaMonotonaRandomizada,20,10,6,0.02,1669,97.00,0.30
BuscaMonotonaRandomizada,20,10,6,0.02,1768,97.00,0.40
BuscaMonotonaRandomizada,20,10,6,0.02,2158,97.00,0.50
BuscaMonotonaRandomizada,20,10,6,0.03,3103,97.00,0.60
BuscaMonotonaRandomizada,20,10,6,0.03,4509,97.00,0.70
BuscaMonotonaRandomizada,20,10,6,0.03,7709,97.00,0.80
BuscaMonotonaRandomizada,20,10,6,0.03,15245,98.00,0.90
BuscaLocalIterada,20,10,6,0.06,1066,97.00,0.10
BuscaLocalIterada,20,10,6,0.08,1012,97.00,0.20
BuscaLocalIterada,20,10,6,0.11,1024,97.00,0.30
BuscaLocalIterada,20,10,6,0.13,1034,97.00,0.40
BuscaLocalIterada,20,10,6,0.15,1011,97.00,0.50
BuscaLocalIterada,20,10,6,0.14,1011,97.00,0.60
BuscaLocalIterada,20,10,6,0.14,1004,97.00,0.70
BuscaLocalIterada,20,10,6,0.15,1027,97.00,0.80
BuscaLocalIterada,20,10,6,0.17,1008,97.00,0.90
BuscaTabu,20,10,6,0.03,1001,100.00,-1.00
BuscaTabu,20,10,6,0.03,1001,100.00,0.01
BuscaTabu,20,10,6,0.02,1001,100.00,0.02
BuscaTabu,20,10,6,0.02,1001,100.00,0.03
BuscaTabu,20,10,6,0.02,1001,100.00,0.04
BuscaTabu,20,10,6,0.02,1001,100.00,0.05
BuscaTabu,20,10,6,0.02,1001,100.00,0.06
BuscaTabu,20,10,6,0.02,1001,100.00,0.07
BuscaTabu,20,10,6,0.02,1001,100.00,0.08
BuscaTabu,20,10,6,0.02,1001,100.00,0.09
TemperaSimulada,20,10,6,0.00,52,111.00,0.80
TemperaSimulada,20,10,6,0.00,71,111.00,0.85
TemperaSimulada,20,10,6,0.00,110,111.00,0.90
TemperaSimulada,20,10,6,0.00,225,111.00,0.95
TemperaSimulada,20,10,6,0.00,1000,111.00,0.99
BuscaMonotonaRandomizada,20,10,7,0.02,1159,119.00,0.10
BuscaMonotonaRandomizada,20,10,7,0.02,1296,121.00,0.20
BuscaMonotonaRandomizada,20,10,7,0.02,1403,123.00,0.30
BuscaMonotonaRandomizada,20,10,7,0.03,1807,122.00,0.40
BuscaMonotonaRandomizada,20,10,7,0.04,3336,119.00,0.50
BuscaMonotonaRandomizada,20,10,7,0.03,3557,122.00,0.60
BuscaMonotonaRandomizada,20,10,7,0.03,3775,126.00,0.70
BuscaMonotonaRandomizada,20,10,7,0.04,8750,124.00,0.80
BuscaMonotonaRandomizada,20,10,7,0.05,22780,129.00,0.90
BuscaLocalIterada,20,10,7,0.08,1178,119.00,0.10
BuscaLocalIterada,20,10,7,0.11,1154,119.00,0.20
BuscaLocalIterada,20,10,7,0.12,1071,119.00,0.30
BuscaLocalIterada,20,10,7,0.15,1198,119.00,0.40
BuscaLocalIterada,20,10,7,0.15,1087,119.00,0.50
BuscaLocalIterada,20,10,7,0.15,1053,119.00,0.60
BuscaLocalIterada,20,10,7,0.16,1033,119.00,0.70
BuscaLocalIterada,20,10,7,0.22,1518,119.00,0.80
BuscaLocalIterada,20,10,7,0.22,1527,119.00,0.90
BuscaTabu,20,10,7,0.02,1001,123.00,-1.00
BuscaTabu,20,10,7,0.02,1001,123.00,0.01
BuscaTabu,20,10,7,0.02,1001,123.00,0.02
BuscaTabu,20,10,7,0.03,1001,123.00,0.03
BuscaTabu,20,10,7,0.02,1001,123.00,0.04
BuscaTabu,20,10,7,0.03,1001,123.00,0.05
BuscaTabu,20,10,7,0.02,1001,123.00,0.06
BuscaTabu,20,10,7,0.03,1001,123.00,0.07
BuscaTabu,20,10,7,0.02,1001,123.00,0.08
BuscaTabu,20,10,7,0.02,1001,123.00,0.09
TemperaSimulada,20,10,7,0.00,52,151.00,0.80
TemperaSimulada,20,10,7,0.00,71,151.00,0.85
TemperaSimulada,20,10,7,0.00,110,151.00,0.90
TemperaSimulada,20,10,7,0.00,225,151.00,0.95
TemperaSimulada,20,10,7,0.00,1146,126.00,0.99
BuscaMonotonaRandomizada,20,10,8,0.02,1166,110.00,0.10
BuscaMonotonaRandomizada,20,10,8,0.03,1609,110.00,0.20
BuscaMonotonaRandomizada,20,10,8,0.04,2373,111.00,0.30
BuscaMonotonaRandomizada,20,10,8,0.03,2247,111.00,0.40
BuscaMonotonaRandomizada,20,10,8,0.03,2440,111.00,0.50
BuscaMonotonaRandomizada,20,10,8,0.04,4681,110.00,0.60
BuscaMonotonaRandomizada,20,10,8,0.03,5072,115.00,0.70
BuscaMonotonaRandomizada,20,10,8,0.03,6048,116.00,0.80
BuscaMonotonaRandomizada,20,10,8,0.03,15427,121.00,0.90
BuscaLocalIterada,20,10,8,0.07,1002,110.00,0.10
BuscaLocalIterada,20,10,8,0.10,1013,110.00,0.20
BuscaLocalIterada,20,10,8,0.12,1003,110.00,0.30
BuscaLocalIterada,20,10,8,0.15,1129,110.00,0.40
BuscaLocalIterada,20,10,8,0.22,1610,110.00,0.50
BuscaLocalIterada,20,10,8,0.15,1037,110.00,0.60
BuscaLocalIterada,20,10,8,0.15,1006,110.00,0.70
BuscaLocalIterada,20,10,8,0.16,1056,110.00,0.80
BuscaLocalIterada,20,10,8,0.17,1085,110.00,0.90
BuscaTabu,20,10,8,0.02,1002,126.00,-1.00
BuscaTabu,20,10,8,0.02,1002,126.00,0.01
BuscaTabu,20,10,8,0.02,1002,126.00,0.02
BuscaTabu,20,10,8,0.02,1002,126.00,0.03
BuscaTabu,20,10,8,0.02,1002,126.00,0.04
BuscaTabu,20,10,8,0.03,1002,126.00,0.05
BuscaTabu,20,10,8,0.03,1002,126.00,0.06
BuscaTabu,20,10,8,0.02,1002,126.00,0.07
BuscaTabu,20,10,8,0.02,1002,126.00,0.08
BuscaTabu,20,10,8,0.02,1002,126.00,0.09
TemperaSimulada,20,10,8,0.00,52,133.00,0.80
TemperaSimulada,20,10,8,0.00,71,133.00,0.85
TemperaSimulada,20,10,8,0.00,110,128.00,0.90
TemperaSimulada,20,10,8,0.00,225,133.00,0.95
TemperaSimulada,20,10,8,0.00,1146,127.00,0.99
BuscaMonotonaRandomizada,20,10,9,0.02,1255,105.00,0.10
BuscaMonotonaRandomizada,20,10,9,0.04,1367,105.00,0.20
BuscaMonotonaRandomizada,20,10,9,0.03,1693,105.00,0.30
BuscaMonotonaRandomizada,20,10,9,0.03,1764,105.00,0.40
BuscaMonotonaRandomizada,20,10,9,0.02,2077,105.00,0.50
BuscaMonotonaRandomizada,20,10,9,0.02,2772,105.00,0.60
BuscaMonotonaRandomizada,20,10,9,0.02,3508,105.00,0.70
BuscaMonotonaRandomizada,20,10,9,0.03,6040,105.00,0.80
BuscaMonotonaRandomizada,20,10,9,0.04,20814,109.00,0.90
BuscaLocalIterada,20,10,9,0.07,1021,105.00,0.10
BuscaLocalIterada,20,10,9,0.12,1040,105.00,0.20
BuscaLocalIterada,20,10,9,0.13,1034,105.00,0.30
BuscaLocalIterada,20,10,9,0.13,1001,105.00,0.40
BuscaLocalIterada,20,10,9,0.14,1008,105.00,0.50
BuscaLocalIterada,20,10,9,0.15,1003,105.00,0.60
BuscaLocalIterada,20,10,9,0.20,1013,105.00,0.70
BuscaLocalIterada,20,10,9,0.16,1016,105.00,0.80
BuscaLocalIterada,20,10,9,0.16,1005,105.00,0.90
BuscaTabu,20,10,9,0.02,1000,117.00,-1.00
BuscaTabu,20,10,9,0.02,1000,117.00,0.01
BuscaTabu,20,10,9,0.02,1000,117.00,0.02
BuscaTabu,20,10,9,0.02,1000,117.00,0.03
BuscaTabu,20,10,9,0.02,1000,117.00,0.04
BuscaTabu,20,10,9,0.02,1000,117.00,0.05
BuscaTabu,20,10,9,0.02,1000,117.00,0.06
BuscaTabu,20,10,9,0.02,1000,117.00,0.07
BuscaTabu,20,10,9,0.02,1000,117.00,0.08
BuscaTabu,20,10,9,0.02,1000,117.00,0.09
TemperaSimulada,20,10,9,0.00,52,117.00,0.80
TemperaSimulada,20,10,9,0.00,71,117.00,0.85
TemperaSimulada,20,10,9,0.00,110,117.00,0.90
TemperaSimulada,20,10,9,0.00,225,108.00,0.95
TemperaSimulada,20,10,9,0.00,1146,110.00,0.99
BuscaMonotonaRandomizada,20,10,10,0.02,1139,102.00,0.10
BuscaMonotonaRandomizada,20,10,10,0.04,2556,102.00,0.20
BuscaMonotonaRandomizada,20,10,10,0.04,2810,102.00,0.30
BuscaMonotonaRandomizada,20,10,10,0.04,3142,102.00,0.40
BuscaMonotonaRandomizada,20,10,10,0.05,3062,102.00,0.50
BuscaMonotonaRandomizada,20,10,10,0.03,3117,102.00,0.60
BuscaMonotonaRandomizada,20,10,10,0.04,5267,102.00,0.70
BuscaMonotonaRandomizada,20,10,10,0.05,9742,102.00,0.80
BuscaMonotonaRandomizada,20,10,10,0.03,12393,111.00,0.90
BuscaLocalIterada,20,10,10,0.07,1023,102.00,0.10
BuscaLocalIterada,20,10,10,0.10,1003,102.00,0.20
BuscaLocalIterada,20,10,10,0.13,1053,102.00,0.30
BuscaLocalIterada,20,10,10,0.15,1066,102.00,0.40
BuscaLocalIterada,20,10,10,0.16,1002,102.00,0.50
BuscaLocalIterada,20,10,10,0.16,1045,102.00,0.60
BuscaLocalIterada,20,10,10,0.17,1060,102.00,0.70
BuscaLocalIterada,20,10,10,0.17,1056,102.00,0.80
BuscaLocalIterada,20,10,10,0.17,1080,102.00,0.90
BuscaTabu,20,10,10,0.04,1002,116.00,-1.00
BuscaTabu,20,10,10,0.02,1002,116.00,0.01
BuscaTabu,20,10,10,0.02,1002,116.00,0.02
BuscaTabu,20,10,10,0.02,1002,116.00,0.03
BuscaTabu,20,10,10,0.02,1002,116.00,0.04
BuscaTabu,20,10,10,0.02,1002,116.00,0.05
BuscaTabu,20,10,10,0.02,1002,116.00,0.06
BuscaTabu,20,10,10,0.02,1002,116.00,0.07
BuscaTabu,20,10,10,0.02,1002,116.00,0.08
BuscaTabu,20,10,10,0.02,1002,116.00,0.09
TemperaSimulada,20,10,10,0.00,52,129.00,0.80
TemperaSimulada,20,10,10,0.00,71,137.00,0.85
TemperaSimulada,20,10,10,0.00,110,137.00,0.90
TemperaSimulada,20,10,10,0.00,225,136.00,0.95
TemperaSimulada,20,10,10,0.00,1146,102.00,0.99
BuscaMonotonaRandomizada,30,20,1,0.11,1118,100.00,0.10
BuscaMonotonaRandomizada,30,20,1,0.10,1260,100.00,0.20
BuscaMonotonaRandomizada,30,20,1,0.10,1418,100.00,0.30
BuscaMonotonaRandomizada,30,20,1,0.10,1678,100.00,0.40
BuscaMonotonaRandomizada,30,20,1,0.11,2012,100.00,0.50
BuscaMonotonaRandomizada,30,20,1,0.10,2456,100.00,0.60
BuscaMonotonaRandomizada,30,20,1,0.31,10905,100.00,0.70
BuscaMonotonaRandomizada,30,20,1,0.12,6174,108.00,0.80
BuscaMonotonaRandomizada,30,20,1,0.17,17866,112.00,0.90
BuscaLocalIterada,30,20,1,0.39,1000,100.00,0.10
BuscaLocalIterada,30,20,1,0.62,1000,100.00,0.20
BuscaLocalIterada,30,20,1,0.71,1000,100.00,0.30
BuscaLocalIterada,30,20,1,0.79,1000,100.00,0.40
BuscaLocalIterada,30,20,1,0.81,1000,100.00,0.50
BuscaLocalIterada,30,20,1,0.84,1000,100.00,0.60
BuscaLocalIterada,30,20,1,0.88,1000,100.00,0.70
BuscaLocalIterada,30,20,1,0.90,1000,100.00,0.80
BuscaLocalIterada,30,20,1,0.92,1000,100.00,0.90
BuscaTabu,30,20,1,0.11,1003,100.00,-1.00
BuscaTabu,30,20,1,0.10,1003,100.00,0.01
BuscaTabu,30,20,1,0.10,1003,100.00,0.02
BuscaTabu,30,20,1,0.10,1003,100.00,0.03
BuscaTabu,30,20,1,0.11,1003,100.00,0.04
BuscaTabu,30,20,1,0.11,1003,100.00,0.05
BuscaTabu,30,20,1,0.11,1003,100.00,0.06
BuscaTabu,30,20,1,0.11,1003,100.00,0.07
BuscaTabu,30,20,1,0.11,1003,100.00,0.08
BuscaTabu,30,20,1,0.11,1003,100.00,0.09
TemperaSimulada,30,20,1,0.00,52,130.00,0.80
TemperaSimulada,30,20,1,0.00,71,130.00,0.85
TemperaSimulada,30,20,1,0.00,110,130.00,0.90
TemperaSimulada,30,20,1,0.00,225,130.00,0.95
TemperaSimulada,30,20,1,0.00,1146,100.00,0.99
BuscaMonotonaRandomizada,30,20,2,0.10,1100,98.00,0.10
BuscaMonotonaRandomizada,30,20,2,0.10,1243,98.00,0.20
BuscaMonotonaRandomizada,30,20,2,0.10,1428,98.00,0.30
BuscaMonotonaRandomizada,30,20,2,0.10,1719,98.00,0.40
BuscaMonotonaRandomizada,30,20,2,0.10,2048,98.00,0.50
BuscaMonotonaRandomizada,30,20,2,0.10,2516,98.00,0.60
BuscaMonotonaRandomizada,30,20,2,0.10,3339,98.00,0.70
BuscaMonotonaRandomizada,30,20,2,0.11,5601,98.00,0.80
BuscaMonotonaRandomizada,30,20,2,0.10,10253,99.00,0.90
BuscaLocalIterada,30,20,2,0.32,1000,98.00,0.10
BuscaLocalIterada,30,20,2,0.49,1000,98.00,0.20
BuscaLocalIterada,30,20,2,0.61,1000,98.00,0.30
BuscaLocalIterada,30,20,2,0.65,1000,98.00,0.40
BuscaLocalIterada,30,20,2,0.71,1000,98.00,0.50
BuscaLocalIterada,30,20,2,0.74,1000,98.00,0.60
BuscaLocalIterada,30,20,2,0.77,1000,98.00,0.70
BuscaLocalIterada,30,20,2,0.77,1000,98.00,0.80
BuscaLocalIterada,30,20,2,0.78,1000,98.00,0.90
BuscaTabu,30,20,2,0.11,1002,98.00,-1.00
BuscaTabu,30,20,2,0.10,1002,98.00,0.01
BuscaTabu,30,20,2,0.10,1002,98.00,0.02
BuscaTabu,30,20,2,0.10,1002,98.00,0.03
BuscaTabu,30,20,2,0.11,1002,98.00,0.04
BuscaTabu,30,20,2,0.11,1002,98.00,0.05
BuscaTabu,30,20,2,0.11,1002,98.00,0.06
BuscaTabu,30,20,2,0.11,1002,98.00,0.07
BuscaTabu,30,20,2,0.11,1002,98.00,0.08
BuscaTabu,30,20,2,0.11,1002,98.00,0.09
TemperaSimulada,30,20,2,0.00,52,99.00,0.80
TemperaSimulada,30,20,2,0.00,71,99.00,0.85
TemperaSimulada,30,20,2,0.00,110,99.00,0.90
TemperaSimulada,30,20,2,0.00,225,99.00,0.95
TemperaSimulada,30,20,2,0.00,1146,98.00,0.99
BuscaMonotonaRandomizada,30,20,3,0.11,1098,100.00,0.10
BuscaMonotonaRandomizada,30,20,3,0.10,1255,100.00,0.20
BuscaMonotonaRandomizada,30,20,3,0.10,1451,100.00,0.30
BuscaMonotonaRandomizada,30,20,3,0.10,1651,100.00,0.40
BuscaMonotonaRandomizada,30,20,3,0.10,1979,100.00,0.50
BuscaMonotonaRandomizada,30,20,3,0.10,2521,100.00,0.60
BuscaMonotonaRandomizada,30,20,3,0.10,3413,100.00,0.70
BuscaMonotonaRandomizada,30,20,3,0.19,9799,100.00,0.80
BuscaMonotonaRandomizada,30,20,3,0.10,9933,106.00,0.90
BuscaLocalIterada,30,20,3,0.34,1000,100.00,0.10
BuscaLocalIterada,30,20,3,0.58,1000,100.00,0.20
BuscaLocalIterada,30,20,3,0.62,1000,100.00,0.30
BuscaLocalIterada,30,20,3,0.66,1000,100.00,0.40
BuscaLocalIterada,30,20,3,0.73,1000,100.00,0.50
BuscaLocalIterada,30,20,3,0.77,1000,100.00,0.60
BuscaLocalIterada,30,20,3,0.76,1000,100.00,0.70
BuscaLocalIterada,30,20,3,0.80,1000,100.00,0.80
BuscaLocalIterada,30,20,3,0.83,1000,100.00,0.90
BuscaTabu,30,20,3,0.11,1002,100.00,-1.00
BuscaTabu,30,20,3,0.10,1002,100.00,0.01
BuscaTabu,30,20,3,0.10,1002,100.00,0.02
BuscaTabu,30,20,3,0.10,1002,100.00,0.03
BuscaTabu,30,20,3,0.11,1002,100.00,0.04
BuscaTabu,30,20,3,0.11,1002,100.00,0.05
BuscaTabu,30,20,3,0.11,1002,100.00,0.06
BuscaTabu,30,20,3,0.11,1002,100.00,0.07
BuscaTabu,30,20,3,0.11,1002,100.00,0.08
BuscaTabu,30,20,3,0.11,1002,100.00,0.09
TemperaSimulada,30,20,3,0.00,52,106.00,0.80
TemperaSimulada,30,20,3,0.00,71,106.00,0.85
TemperaSimulada,30,20,3,0.00,110,106.00,0.90
TemperaSimulada,30,20,3,0.00,225,106.00,0.95
TemperaSimulada,30,20,3,0.00,1000,106.00,0.99
BuscaMonotonaRandomizada,30,20,4,0.11,1195,95.00,0.10
BuscaMonotonaRandomizada,30,20,4,0.11,1324,95.00,0.20
BuscaMonotonaRandomizada,30,20,4,0.11,1527,95.00,0.30
BuscaMonotonaRandomizada,30,20,4,0.10,1647,95.00,0.40
BuscaMonotonaRandomizada,30,20,4,0.13,2121,95.00,0.50
BuscaMonotonaRandomizada,30,20,4,0.10,2519,95.00,0.60
BuscaMonotonaRandomizada,30,20,4,0.14,4962,95.00,0.70
BuscaMonotonaRandomizada,30,20,4,0.12,6150,101.00,0.80
BuscaMonotonaRandomizada,30,20,4,0.23,23590,105.00,0.90
BuscaLocalIterada,30,20,4,0.37,1008,95.00,0.10
BuscaLocalIterada,30,20,4,0.57,1001,95.00,0.20
BuscaLocalIterada,30,20,4,0.67,1004,95.00,0.30
BuscaLocalIterada,30,20,4,0.71,1002,95.00,0.40
BuscaLocalIterada,30,20,4,0.74,1004,95.00,0.50
BuscaLocalIterada,30,20,4,0.79,1002,95.00,0.60
BuscaLocalIterada,30,20,4,0.77,1004,95.00,0.70
BuscaLocalIterada,30,20,4,0.80,1002,95.00,0.80
BuscaLocalIterada,30,20,4,0.82,1005,95.00,0.90
BuscaTabu,30,20,4,0.11,1004,99.00,-1.00
BuscaTabu,30,20,4,0.10,1004,99.00,0.01
BuscaTabu,30,20,4,0.10,1004,99.00,0.02
BuscaTabu,30,20,4,0.10,1004,99.00,0.03
BuscaTabu,30,20,4,0.11,1004,99.00,0.04
BuscaTabu,30,20,4,0.11,1004,99.00,0.05
BuscaTabu,30,20,4,0.11,1004,99.00,0.06
BuscaTabu,30,20,4,0.11,1004,99.00,0.07
BuscaTabu,30,20,4,0.11,1004,99.00,0.08
BuscaTabu,30,20,4,0.11,1004,99.00,0.09
TemperaSimulada,30,20,4,0.00,52,114.00,0.80
TemperaSimulada,30,20,4,0.00,71,114.00,0.85
TemperaSimulada,30,20,4,0.00,110,114.00,0.90
TemperaSimulada,30,20,4,0.00,225,114.00,0.95
TemperaSimulada,30,20,4,0.00,1146,97.00,0.99
BuscaMonotonaRandomizada,30,20,5,0.16,1783,100.00,0.10
BuscaMonotonaRandomizada,30,20,5,0.14,1758,100.00,0.20
BuscaMonotonaRandomizada,30,20,5,0.10,1521,100.00,0.30
BuscaMonotonaRandomizada,30,20,5,0.11,1895,100.00,0.40
BuscaMonotonaRandomizada,30,20,5,0.17,3454,102.00,0.50
