heuristica,n,m,replicacao,tempo,iteracoes,valor,parametro
BuscaMonotonaRandomizada,30,20,5,0.10,2486,103.00,0.60
BuscaMonotonaRandomizada,30,20,5,0.14,4782,104.00,0.70
BuscaMonotonaRandomizada,30,20,5,0.11,5396,121.00,0.80
BuscaMonotonaRandomizada,30,20,5,0.15,14993,126.00,0.90
BuscaLocalIterada,30,20,5,0.46,1006,100.00,0.10
BuscaLocalIterada,30,20,5,0.73,1006,100.00,0.20
BuscaLocalIterada,30,20,5,0.81,1023,100.00,0.30
BuscaLocalIterada,30,20,5,0.88,1034,100.00,0.40
BuscaLocalIterada,30,20,5,0.99,1117,100.00,0.50
BuscaLocalIterada,30,20,5,1.02,1106,100.00,0.60
BuscaLocalIterada,30,20,5,0.94,1010,100.00,0.70
BuscaLocalIterada,30,20,5,1.04,1089,100.00,0.80
BuscaLocalIterada,30,20,5,1.17,1219,100.00,0.90
BuscaTabu,30,20,5,0.11,1003,112.00,-1.00
BuscaTabu,30,20,5,0.10,1003,112.00,0.01
BuscaTabu,30,20,5,0.10,1003,112.00,0.02
BuscaTabu,30,20,5,0.10,1003,112.00,0.03
BuscaTabu,30,20,5,0.11,1003,112.00,0.04
BuscaTabu,30,20,5,0.10,1003,112.00,0.05
BuscaTabu,30,20,5,0.11,1003,112.00,0.06
BuscaTabu,30,20,5,0.11,1003,112.00,0.07
BuscaTabu,30,20,5,0.11,1003,112.00,0.08
BuscaTabu,30,20,5,0.11,1003,112.00,0.09
TemperaSimulada,30,20,5,0.00,52,153.00,0.80
TemperaSimulada,30,20,5,0.00,71,153.00,0.85
TemperaSimulada,30,20,5,0.00,110,153.00,0.90
TemperaSimulada,30,20,5,0.00,225,153.00,0.95
TemperaSimulada,30,20,5,0.00,1146,122.00,0.99
BuscaMonotonaRandomizada,30,20,6,0.10,1099,98.00,0.10
BuscaMonotonaRandomizada,30,20,6,0.10,1265,98.00,0.20
BuscaMonotonaRandomizada,30,20,6,0.10,1430,98.00,0.30
BuscaMonotonaRandomizada,30,20,6,0.10,1652,98.00,0.40
BuscaMonotonaRandomizada,30,20,6,0.10,1966,98.00,0.50
BuscaMonotonaRandomizada,30,20,6,0.10,2522,98.00,0.60
BuscaMonotonaRandomizada,30,20,6,0.10,3465,98.00,0.70
BuscaMonotonaRandomizada,30,20,6,0.10,5040,98.00,0.80
BuscaMonotonaRandomizada,30,20,6,0.18,18072,101.00,0.90
BuscaLocalIterada,30,20,6,0.38,1000,98.00,0.10
BuscaLocalIterada,30,20,6,0.58,1000,98.00,0.20
BuscaLocalIterada,30,20,6,0.70,1000,98.00,0.30
BuscaLocalIterada,30,20,6,0.74,1000,98.00,0.40
BuscaLocalIterada,30,20,6,0.79,1000,98.00,0.50
BuscaLocalIterada,30,20,6,0.80,1000,98.00,0.60
BuscaLocalIterada,30,20,6,0.82,1000,98.00,0.70
BuscaLocalIterada,30,20,6,0.85,1000,98.00,0.80
BuscaLocalIterada,30,20,6,0.84,1000,98.00,0.90
BuscaTabu,30,20,6,0.11,1002,98.00,-1.00
BuscaTabu,30,20,6,0.10,1002,98.00,0.01
BuscaTabu,30,20,6,0.10,1002,98.00,0.02
BuscaTabu,30,20,6,0.10,1002,98.00,0.03
BuscaTabu,30,20,6,0.11,1002,98.00,0.04
BuscaTabu,30,20,6,0.11,1002,98.00,0.05
BuscaTabu,30,20,6,0.11,1002,98.00,0.06
BuscaTabu,30,20,6,0.11,1002,98.00,0.07
BuscaTabu,30,20,6,0.11,1002,98.00,0.08
BuscaTabu,30,20,6,0.11,1002,98.00,0.09
TemperaSimulada,30,20,6,0.00,52,121.00,0.80
TemperaSimulada,30,20,6,0.00,71,121.00,0.85
TemperaSimulada,30,20,6,0.00,110,121.00,0.90
TemperaSimulada,30,20,6,0.00,225,121.00,0.95
TemperaSimulada,30,20,6,0.00,1146,98.00,0.99
BuscaMonotonaRandomizada,30,20,7,0.13,1408,100.00,0.10
BuscaMonotonaRandomizada,30,20,7,0.10,1348,100.00,0.20
BuscaMonotonaRandomizada,30,20,7,0.10,1464,100.00,0.30
BuscaMonotonaRandomizada,30,20,7,0.11,1888,100.00,0.40
BuscaMonotonaRandomizada,30,20,7,0.12,2518,100.00,0.50
BuscaMonotonaRandomizada,30,20,7,0.13,3156,100.00,0.60
BuscaMonotonaRandomizada,30,20,7,0.16,5249,103.00,0.70
BuscaMonotonaRandomizada,30,20,7,0.16,8269,112.00,0.80
BuscaMonotonaRandomizada,30,20,7,0.11,11044,130.00,0.90
BuscaLocalIterada,30,20,7,0.41,1011,100.00,0.10
BuscaLocalIterada,30,20,7,0.63,1006,100.00,0.20
BuscaLocalIterada,30,20,7,0.75,1008,100.00,0.30
BuscaLocalIterada,30,20,7,0.82,1001,100.00,0.40
BuscaLocalIterada,30,20,7,0.86,1020,100.00,0.50
BuscaLocalIterada,30,20,7,0.88,1014,100.00,0.60
BuscaLocalIterada,30,20,7,0.93,1010,100.00,0.70
BuscaLocalIterada,30,20,7,0.97,1002,100.00,0.80
BuscaLocalIterada,30,20,7,0.94,1005,100.00,0.90
BuscaTabu,30,20,7,0.12,1001,112.00,-1.00
BuscaTabu,30,20,7,0.10,1001,112.00,0.01
BuscaTabu,30,20,7,0.10,1001,112.00,0.02
BuscaTabu,30,20,7,0.10,1001,112.00,0.03
BuscaTabu,30,20,7,0.11,1001,112.00,0.04
BuscaTabu,30,20,7,0.11,1001,112.00,0.05
BuscaTabu,30,20,7,0.11,1001,112.00,0.06
BuscaTabu,30,20,7,0.11,1001,112.00,0.07
BuscaTabu,30,20,7,0.11,1001,112.00,0.08
BuscaTabu,30,20,7,0.11,1001,112.00,0.09
TemperaSimulada,30,20,7,0.00,52,131.00,0.80
TemperaSimulada,30,20,7,0.00,71,131.00,0.85
TemperaSimulada,30,20,7,0.00,110,131.00,0.90
TemperaSimulada,30,20,7,0.00,225,131.00,0.95
TemperaSimulada,30,20,7,0.00,1146,119.00,0.99
BuscaMonotonaRandomizada,30,20,8,0.11,1196,100.00,0.10
BuscaMonotonaRandomizada,30,20,8,0.10,1296,100.00,0.20
BuscaMonotonaRandomizada,30,20,8,0.10,1463,100.00,0.30
BuscaMonotonaRandomizada,30,20,8,0.10,1663,100.00,0.40
BuscaMonotonaRandomizada,30,20,8,0.10,2124,100.00,0.50
BuscaMonotonaRandomizada,30,20,8,0.10,2523,100.00,0.60
BuscaMonotonaRandomizada,30,20,8,0.10,3324,100.00,0.70
BuscaMonotonaRandomizada,30,20,8,0.10,4886,100.00,0.80
BuscaMonotonaRandomizada,30,20,8,0.13,12987,100.00,0.90
BuscaLocalIterada,30,20,8,0.29,1002,100.00,0.10
BuscaLocalIterada,30,20,8,0.47,1001,100.00,0.20
BuscaLocalIterada,30,20,8,0.57,1001,100.00,0.30
BuscaLocalIterada,30,20,8,0.64,1001,100.00,0.40
BuscaLocalIterada,30,20,8,0.67,1007,100.00,0.50
BuscaLocalIterada,30,20,8,0.71,1003,100.00,0.60
BuscaLocalIterada,30,20,8,0.75,1001,100.00,0.70
BuscaLocalIterada,30,20,8,0.78,1001,100.00,0.80
BuscaLocalIterada,30,20,8,0.77,1001,100.00,0.90
BuscaTabu,30,20,8,0.11,1001,103.00,-1.00
BuscaTabu,30,20,8,0.10,1001,103.00,0.01
BuscaTabu,30,20,8,0.10,1001,103.00,0.02
BuscaTabu,30,20,8,0.10,1001,103.00,0.03
BuscaTabu,30,20,8,0.11,1001,103.00,0.04
BuscaTabu,30,20,8,0.11,1001,103.00,0.05
BuscaTabu,30,20,8,0.11,1001,103.00,0.06
BuscaTabu,30,20,8,0.11,1001,103.00,0.07
BuscaTabu,30,20,8,0.11,1001,103.00,0.08
BuscaTabu,30,20,8,0.11,1001,103.00,0.09
TemperaSimulada,30,20,8,0.00,52,117.00,0.80
TemperaSimulada,30,20,8,0.00,71,117.00,0.85
TemperaSimulada,30,20,8,0.00,110,112.00,0.90
TemperaSimulada,30,20,8,0.00,225,110.00,0.95
TemperaSimulada,30,20,8,0.00,1146,100.00,0.99
BuscaMonotonaRandomizada,30,20,9,0.10,1113,100.00,0.10
BuscaMonotonaRandomizada,30,20,9,0.10,1220,100.00,0.20
BuscaMonotonaRandomizada,30,20,9,0.10,1432,100.00,0.30
BuscaMonotonaRandomizada,30,20,9,0.10,1673,100.00,0.40
BuscaMonotonaRandomizada,30,20,9,0.10,2038,100.00,0.50
BuscaMonotonaRandomizada,30,20,9,0.15,3765,100.00,0.60
BuscaMonotonaRandomizada,30,20,9,0.13,4230,100.00,0.70
BuscaMonotonaRandomizada,30,20,9,0.15,8005,108.00,0.80
BuscaMonotonaRandomizada,30,20,9,0.16,17647,108.00,0.90
BuscaLocalIterada,30,20,9,0.38,1000,100.00,0.10
BuscaLocalIterada,30,20,9,0.57,1000,100.00,0.20
BuscaLocalIterada,30,20,9,0.70,1000,100.00,0.30
BuscaLocalIterada,30,20,9,0.74,1000,100.00,0.40
BuscaLocalIterada,30,20,9,0.79,1000,100.00,0.50
BuscaLocalIterada,30,20,9,0.81,1000,100.00,0.60
BuscaLocalIterada,30,20,9,0.83,1000,100.00,0.70
BuscaLocalIterada,30,20,9,0.87,1000,100.00,0.80
BuscaLocalIterada,30,20,9,0.87,1000,100.00,0.90
BuscaTabu,30,20,9,0.11,1003,100.00,-1.00
BuscaTabu,30,20,9,0.10,1003,100.00,0.01
BuscaTabu,30,20,9,0.11,1003,100.00,0.02
BuscaTabu,30,20,9,0.10,1003,100.00,0.03
BuscaTabu,30,20,9,0.11,1003,100.00,0.04
BuscaTabu,30,20,9,0.11,1003,100.00,0.05
BuscaTabu,30,20,9,0.11,1003,100.00,0.06
BuscaTabu,30,20,9,0.11,1003,100.00,0.07
BuscaTabu,30,20,9,0.11,1003,100.00,0.08
BuscaTabu,30,20,9,0.11,1003,100.00,0.09
TemperaSimulada,30,20,9,0.00,52,129.00,0.80
TemperaSimulada,30,20,9,0.00,71,129.00,0.85
TemperaSimulada,30,20,9,0.00,110,129.00,0.90
TemperaSimulada,30,20,9,0.00,225,129.00,0.95
TemperaSimulada,30,20,9,0.00,1146,103.00,0.99
BuscaMonotonaRandomizada,30,20,10,0.11,1111,100.00,0.10
BuscaMonotonaRandomizada,30,20,10,0.10,1225,100.00,0.20
BuscaMonotonaRandomizada,30,20,10,0.10,1449,100.00,0.30
BuscaMonotonaRandomizada,30,20,10,0.10,1712,100.00,0.40
BuscaMonotonaRandomizada,30,20,10,0.10,2004,100.00,0.50
BuscaMonotonaRandomizada,30,20,10,0.10,2437,100.00,0.60
BuscaMonotonaRandomizada,30,20,10,0.11,3718,100.00,0.70
BuscaMonotonaRandomizada,30,20,10,0.32,16189,100.00,0.80
BuscaMonotonaRandomizada,30,20,10,0.10,9729,121.00,0.90
BuscaLocalIterada,30,20,10,0.38,1000,100.00,0.10
BuscaLocalIterada,30,20,10,0.61,1000,100.00,0.20
BuscaLocalIterada,30,20,10,0.73,1000,100.00,0.30
BuscaLocalIterada,30,20,10,0.76,1000,100.00,0.40
BuscaLocalIterada,30,20,10,0.85,1000,100.00,0.50
BuscaLocalIterada,30,20,10,0.88,1000,100.00,0.60
BuscaLocalIterada,30,20,10,0.90,1000,100.00,0.70
BuscaLocalIterada,30,20,10,0.92,1000,100.00,0.80
BuscaLocalIterada,30,20,10,0.92,1000,100.00,0.90
BuscaTabu,30,20,10,0.12,1004,100.00,-1.00
BuscaTabu,30,20,10,0.10,1004,100.00,0.01
BuscaTabu,30,20,10,0.10,1004,100.00,0.02
BuscaTabu,30,20,10,0.10,1004,100.00,0.03
BuscaTabu,30,20,10,0.11,1004,100.00,0.04
BuscaTabu,30,20,10,0.10,1004,100.00,0.05
BuscaTabu,30,20,10,0.11,1004,100.00,0.06
BuscaTabu,30,20,10,0.11,1004,100.00,0.07
BuscaTabu,30,20,10,0.11,1004,100.00,0.08
BuscaTabu,30,20,10,0.11,1004,100.00,0.09
TemperaSimulada,30,20,10,0.00,52,128.00,0.80
TemperaSimulada,30,20,10,0.00,71,128.00,0.85
TemperaSimulada,30,20,10,0.00,110,128.00,0.90
TemperaSimulada,30,20,10,0.00,225,128.00,0.95
TemperaSimulada,30,20,10,0.00,1146,104.00,0.99
BuscaMonotonaRandomizada,40,20,1,0.23,1817,130.00,0.10
BuscaMonotonaRandomizada,40,20,1,0.27,2466,125.00,0.20
BuscaMonotonaRandomizada,40,20,1,0.29,2997,130.00,0.30
BuscaMonotonaRandomizada,40,20,1,0.22,2683,133.00,0.40
BuscaMonotonaRandomizada,40,20,1,0.17,2433,133.00,0.50
BuscaMonotonaRandomizada,40,20,1,0.15,2694,140.00,0.60
BuscaMonotonaRandomizada,40,20,1,0.39,9874,142.00,0.70
BuscaMonotonaRandomizada,40,20,1,0.36,14228,147.00,0.80
BuscaMonotonaRandomizada,40,20,1,0.13,10511,152.00,0.90
BuscaLocalIterada,40,20,1,0.71,1033,126.00,0.10
BuscaLocalIterada,40,20,1,1.03,1059,129.00,0.20
BuscaLocalIterada,40,20,1,2.41,2239,125.00,0.30
BuscaLocalIterada,40,20,1,2.23,1922,125.00,0.40
BuscaLocalIterada,40,20,1,2.57,2092,127.00,0.50
BuscaLocalIterada,40,20,1,1.23,1031,130.00,0.60
BuscaLocalIterada,40,20,1,2.84,2264,129.00,0.70
BuscaLocalIterada,40,20,1,2.57,1991,130.00,0.80
BuscaLocalIterada,40,20,1,1.52,1111,130.00,0.90
BuscaTabu,40,20,1,0.17,1000,152.00,-1.00
BuscaTabu,40,20,1,0.14,1000,152.00,0.01
BuscaTabu,40,20,1,0.17,1000,152.00,0.02
BuscaTabu,40,20,1,0.16,1000,152.00,0.03
BuscaTabu,40,20,1,0.16,1000,152.00,0.04
BuscaTabu,40,20,1,0.16,1000,152.00,0.05
BuscaTabu,40,20,1,0.16,1000,152.00,0.06
BuscaTabu,40,20,1,0.16,1000,152.00,0.07
BuscaTabu,40,20,1,0.17,1000,152.00,0.08
BuscaTabu,40,20,1,0.16,1000,152.00,0.09
TemperaSimulada,40,20,1,0.00,52,152.00,0.80
TemperaSimulada,40,20,1,0.00,71,152.00,0.85
TemperaSimulada,40,20,1,0.00,110,152.00,0.90
TemperaSimulada,40,20,1,0.00,225,152.00,0.95
TemperaSimulada,40,20,1,0.00,1000,152.00,0.99
BuscaMonotonaRandomizada,40,20,2,0.23,1843,126.00,0.10
BuscaMonotonaRandomizada,40,20,2,0.24,2138,128.00,0.20
BuscaMonotonaRandomizada,40,20,2,0.27,2681,130.00,0.30
BuscaMonotonaRandomizada,40,20,2,0.33,3735,128.00,0.40
BuscaMonotonaRandomizada,40,20,2,0.16,2057,136.00,0.50
BuscaMonotonaRandomizada,40,20,2,0.23,3783,134.00,0.60
BuscaMonotonaRandomizada,40,20,2,0.15,3703,141.00,0.70
BuscaMonotonaRandomizada,40,20,2,0.37,14312,143.00,0.80
BuscaMonotonaRandomizada,40,20,2,0.31,22716,151.00,0.90
BuscaLocalIterada,40,20,2,1.20,1540,122.00,0.10
BuscaLocalIterada,40,20,2,1.10,1051,127.00,0.20
BuscaLocalIterada,40,20,2,1.34,1164,127.00,0.30
BuscaLocalIterada,40,20,2,1.46,1244,126.00,0.40
BuscaLocalIterada,40,20,2,1.39,1095,125.00,0.50
BuscaLocalIterada,40,20,2,2.14,1681,125.00,0.60
BuscaLocalIterada,40,20,2,1.32,1032,128.00,0.70
BuscaLocalIterada,40,20,2,2.38,1798,129.00,0.80
BuscaLocalIterada,40,20,2,2.00,1501,126.00,0.90
BuscaTabu,40,20,2,0.16,1005,140.00,-1.00
BuscaTabu,40,20,2,0.14,1005,140.00,0.01
BuscaTabu,40,20,2,0.14,1005,140.00,0.02
BuscaTabu,40,20,2,0.15,1005,140.00,0.03
BuscaTabu,40,20,2,0.15,1005,140.00,0.04
BuscaTabu,40,20,2,0.15,1005,140.00,0.05
BuscaTabu,40,20,2,0.15,1005,140.00,0.06
BuscaTabu,40,20,2,0.15,1005,140.00,0.07
BuscaTabu,40,20,2,0.15,1005,140.00,0.08
BuscaTabu,40,20,2,0.16,1005,140.00,0.09
TemperaSimulada,40,20,2,0.00,52,165.00,0.80
TemperaSimulada,40,20,2,0.00,71,165.00,0.85
TemperaSimulada,40,20,2,0.00,110,165.00,0.90
TemperaSimulada,40,20,2,0.00,225,165.00,0.95
TemperaSimulada,40,20,2,0.00,1146,148.00,0.99
BuscaMonotonaRandomizada,40,20,3,0.25,1918,143.00,0.10
BuscaMonotonaRandomizada,40,20,3,0.37,3235,132.00,0.20
BuscaMonotonaRandomizada,40,20,3,0.20,1992,141.00,0.30
BuscaMonotonaRandomizada,40,20,3,0.33,4034,139.00,0.40
BuscaMonotonaRandomizada,40,20,3,0.31,4610,144.00,0.50
BuscaMonotonaRandomizada,40,20,3,0.16,2981,150.00,0.60
BuscaMonotonaRandomizada,40,20,3,0.27,6914,152.00,0.70
BuscaMonotonaRandomizada,40,20,3,0.18,6971,154.00,0.80
BuscaMonotonaRandomizada,40,20,3,0.25,19321,169.00,0.90
BuscaLocalIterada,40,20,3,2.00,2752,129.00,0.10
BuscaLocalIterada,40,20,3,2.72,2645,130.00,0.20
BuscaLocalIterada,40,20,3,2.32,2024,133.00,0.30
BuscaLocalIterada,40,20,3,1.53,1265,135.00,0.40
BuscaLocalIterada,40,20,3,2.10,1651,136.00,0.50
BuscaLocalIterada,40,20,3,1.61,1221,137.00,0.60
BuscaLocalIterada,40,20,3,3.11,2297,136.00,0.70
BuscaLocalIterada,40,20,3,1.57,1156,138.00,0.80
BuscaLocalIterada,40,20,3,2.38,1723,137.00,0.90
BuscaTabu,40,20,3,0.15,1001,166.00,-1.00
BuscaTabu,40,20,3,0.14,1001,166.00,0.01
BuscaTabu,40,20,3,0.14,1001,166.00,0.02
BuscaTabu,40,20,3,0.15,1001,166.00,0.03
BuscaTabu,40,20,3,0.14,1001,166.00,0.04
BuscaTabu,40,20,3,0.15,1001,166.00,0.05
BuscaTabu,40,20,3,0.15,1001,166.00,0.06
BuscaTabu,40,20,3,0.15,1001,166.00,0.07
BuscaTabu,40,20,3,0.15,1001,166.00,0.08
BuscaTabu,40,20,3,0.15,1001,166.00,0.09
TemperaSimulada,40,20,3,0.00,52,170.00,0.80
TemperaSimulada,40,20,3,0.00,71,170.00,0.85
TemperaSimulada,40,20,3,0.00,110,170.00,0.90
TemperaSimulada,40,20,3,0.00,225,170.00,0.95
TemperaSimulada,40,20,3,0.00,1000,170.00,0.99
BuscaMonotonaRandomizada,40,20,4,0.18,1392,95.00,0.10
BuscaMonotonaRandomizada,40,20,4,0.19,1712,95.00,0.20
BuscaMonotonaRandomizada,40,20,4,0.16,1735,95.00,0.30
BuscaMonotonaRandomizada,40,20,4,0.15,1712,95.00,0.40
BuscaMonotonaRandomizada,40,20,4,0.14,2043,95.00,0.50
BuscaMonotonaRandomizada,40,20,4,0.27,4926,95.00,0.60
BuscaMonotonaRandomizada,40,20,4,0.15,3492,97.00,0.70
BuscaMonotonaRandomizada,40,20,4,0.34,13060,105.00,0.80
BuscaMonotonaRandomizada,40,20,4,0.20,15841,115.00,0.90
BuscaLocalIterada,40,20,4,0.69,1015,95.00,0.10
BuscaLocalIterada,40,20,4,1.03,1090,95.00,0.20
BuscaLocalIterada,40,20,4,1.10,1026,95.00,0.30
BuscaLocalIterada,40,20,4,1.14,1037,95.00,0.40
BuscaLocalIterada,40,20,4,1.14,1027,95.00,0.50
BuscaLocalIterada,40,20,4,1.20,1032,95.00,0.60
BuscaLocalIterada,40,20,4,1.16,1027,95.00,0.70
BuscaLocalIterada,40,20,4,1.19,1017,95.00,0.80
BuscaLocalIterada,40,20,4,1.42,1164,95.00,0.90
BuscaTabu,40,20,4,0.17,1003,110.00,-1.00
BuscaTabu,40,20,4,0.14,1003,110.00,0.01
BuscaTabu,40,20,4,0.14,1003,110.00,0.02
BuscaTabu,40,20,4,0.15,1003,110.00,0.03
BuscaTabu,40,20,4,0.14,1003,110.00,0.04
BuscaTabu,40,20,4,0.15,1003,110.00,0.05
BuscaTabu,40,20,4,0.15,1003,110.00,0.06
BuscaTabu,40,20,4,0.15,1003,110.00,0.07
BuscaTabu,40,20,4,0.15,1003,110.00,0.08
BuscaTabu,40,20,4,0.15,1003,110.00,0.09
TemperaSimulada,40,20,4,0.00,52,124.00,0.80
TemperaSimulada,40,20,4,0.00,71,124.00,0.85
TemperaSimulada,40,20,4,0.00,110,124.00,0.90
TemperaSimulada,40,20,4,0.00,225,124.00,0.95
TemperaSimulada,40,20,4,0.00,1146,115.00,0.99
BuscaMonotonaRandomizada,40,20,5,0.32,2567,109.00,0.10
BuscaMonotonaRandomizada,40,20,5,0.44,3977,106.00,0.20
BuscaMonotonaRandomizada,40,20,5,0.27,2816,108.00,0.30
BuscaMonotonaRandomizada,40,20,5,0.20,2405,108.00,0.40
BuscaMonotonaRandomizada,40,20,5,0.19,2771,111.00,0.50
BuscaMonotonaRandomizada,40,20,5,0.24,4566,111.00,0.60
BuscaMonotonaRandomizada,40,20,5,0.14,3517,113.00,0.70
BuscaMonotonaRandomizada,40,20,5,0.25,9604,126.00,0.80
BuscaMonotonaRandomizada,40,20,5,0.31,23850,134.00,0.90
BuscaLocalIterada,40,20,5,0.84,1188,107.00,0.10
BuscaLocalIterada,40,20,5,1.47,1435,105.00,0.20
BuscaLocalIterada,40,20,5,1.39,1219,106.00,0.30
BuscaLocalIterada,40,20,5,1.40,1148,106.00,0.40
BuscaLocalIterada,40,20,5,1.77,1426,107.00,0.50
BuscaLocalIterada,40,20,5,1.82,1509,107.00,0.60
BuscaLocalIterada,40,20,5,1.85,1474,108.00,0.70
BuscaLocalIterada,40,20,5,2.57,1980,107.00,0.80
BuscaLocalIterada,40,20,5,1.49,1111,109.00,0.90
BuscaTabu,40,20,5,0.16,1007,122.00,-1.00
BuscaTabu,40,20,5,0.14,1007,122.00,0.01
BuscaTabu,40,20,5,0.15,1007,122.00,0.02
BuscaTabu,40,20,5,0.14,1007,122.00,0.03
BuscaTabu,40,20,5,0.15,1007,122.00,0.04
BuscaTabu,40,20,5,0.15,1007,122.00,0.05
BuscaTabu,40,20,5,0.15,1007,122.00,0.06
BuscaTabu,40,20,5,0.15,1007,122.00,0.07
BuscaTabu,40,20,5,0.15,1007,122.00,0.08
BuscaTabu,40,20,5,0.16,1007,122.00,0.09
TemperaSimulada,40,20,5,0.00,52,159.00,0.80
TemperaSimulada,40,20,5,0.00,71,159.00,0.85
TemperaSimulada,40,20,5,0.00,110,159.00,0.90
TemperaSimulada,40,20,5,0.00,225,159.00,0.95
TemperaSimulada,40,20,5,0.00,1146,128.00,0.99
BuscaMonotonaRandomizada,40,20,6,0.26,2008,120.00,0.10
BuscaMonotonaRandomizada,40,20,6,0.20,1845,118.00,0.20
BuscaMonotonaRandomizada,40,20,6,0.20,2051,122.00,0.30
BuscaMonotonaRandomizada,40,20,6,0.25,3041,121.00,0.40
BuscaMonotonaRandomizada,40,20,6,0.20,2884,127.00,0.50
BuscaMonotonaRandomizada,40,20,6,0.19,3516,131.00,0.60
BuscaMonotonaRandomizada,40,20,6,0.31,8166,140.00,0.70
BuscaMonotonaRandomizada,40,20,6,0.14,5043,146.00,0.80
BuscaMonotonaRandomizada,40,20,6,0.13,9864,151.00,0.90
BuscaLocalIterada,40,20,6,1.01,1294,118.00,0.10
BuscaLocalIterada,40,20,6,1.17,1117,118.00,0.20
BuscaLocalIterada,40,20,6,2.32,2022,118.00,0.30
BuscaLocalIterada,40,20,6,1.67,1353,119.00,0.40
BuscaLocalIterada,40,20,6,1.65,1356,120.00,0.50
BuscaLocalIterada,40,20,6,1.82,1452,121.00,0.60
BuscaLocalIterada,40,20,6,3.01,2243,118.00,0.70
BuscaLocalIterada,40,20,6,2.66,2010,122.00,0.80
BuscaLocalIterada,40,20,6,2.37,1766,120.00,0.90
BuscaTabu,40,20,6,0.16,1000,151.00,-1.00
BuscaTabu,40,20,6,0.14,1000,151.00,0.01
BuscaTabu,40,20,6,0.14,1000,151.00,0.02
BuscaTabu,40,20,6,0.15,1000,151.00,0.03
BuscaTabu,40,20,6,0.15,1000,151.00,0.04
BuscaTabu,40,20,6,0.16,1000,151.00,0.05
BuscaTabu,40,20,6,0.15,1000,151.00,0.06
BuscaTabu,40,20,6,0.16,1000,151.00,0.07
BuscaTabu,40,20,6,0.16,1000,151.00,0.08
BuscaTabu,40,20,6,0.16,1000,151.00,0.09
TemperaSimulada,40,20,6,0.00,52,151.00,0.80
TemperaSimulada,40,20,6,0.00,71,151.00,0.85
TemperaSimulada,40,20,6,0.00,110,151.00,0.90
TemperaSimulada,40,20,6,0.00,225,151.00,0.95
TemperaSimulada,40,20,6,0.00,1146,138.00,0.99
BuscaMonotonaRandomizada,40,20,7,0.20,1554,115.00,0.10
BuscaMonotonaRandomizada,40,20,7,0.43,3859,119.00,0.20
BuscaMonotonaRandomizada,40,20,7,0.29,2975,114.00,0.30
BuscaMonotonaRandomizada,40,20,7,0.27,3114,122.00,0.40
BuscaMonotonaRandomizada,40,20,7,0.18,2493,116.00,0.50
BuscaMonotonaRandomizada,40,20,7,0.30,5521,122.00,0.60
